,L1_norm,L2_norm
1988-03-09,0.008324718321857797,0.0014356170003591844
1988-03-10,0.008324718321857797,0.0014356170003591844
1988-03-11,0.011591482736153852,0.0017915455968493842
1988-03-14,0.007177000218546922,0.0013884095977139488
1988-03-15,0.006878255449184077,0.0013803144228480462
1988-03-16,0.006878255449184077,0.0013803144228480462
1988-03-17,0.011194172274114374,0.0017848286414518895
1988-03-18,0.006001262038021058,0.0013126258432677722
1988-03-21,0.005927601636070065,0.0013117008770549997
1988-03-22,0.006087002046859775,0.001315208760995221
1988-03-23,0.006087002046859775,0.001315208760995221
1988-03-24,0.006087002046859775,0.001315208760995221
1988-03-25,0.006087002046859775,0.001315208760995221
1988-03-28,0.00583642722757878,0.0012692511669446151
1988-03-29,0.006575725344847009,0.0013095624316652287
1988-03-30,0.0012527636164195934,0.0003589048683210291
1988-03-31,0.0012527636164195934,0.0003589048683210291
1988-04-04,0.0011808818035591402,0.00034989149583899976
1988-04-05,0.0011808818035591402,0.00034989149583899976
1988-04-06,0.0011808818035591402,0.00034989149583899976
1988-04-07,0.0011808818035591402,0.00034989149583899976
1988-04-08,0.001212674377837469,0.0003513329284876324
1988-04-11,0.0004387580856939795,0.00014283664304573745
1988-04-12,0.0006565503272648847,0.000185802574134479
1988-04-13,0.0003486791896610827,0.00011382543769002633
1988-04-14,0.0003486791896610827,0.00011382543769002633
1988-04-15,0.00015507479923790427,6.795382891612146e-05
1988-04-18,0.0003419656838146539,0.00012663011738231136
1988-04-19,0.003721131095593994,0.0009736056313789446
1988-04-20,0.01118289291091222,0.002225471534498296
1988-04-21,0.010285879843998803,0.002079605372191383
1988-04-22,0.010794655914289498,0.0020957196913843064
1988-04-25,0.010782261006103015,0.0020956830368896394
1988-04-26,0.012392928385870215,0.0021433635942871153
1988-04-27,0.012325937192033506,0.0021392697371964055
1988-04-28,0.014069374327648279,0.002283281568650059
1988-04-29,0.01428802302119941,0.00219346398603983
1988-05-02,0.014728787890402727,0.0022014237473564706
1988-05-03,0.013743157089101317,0.0021681328396585104
1988-05-04,0.0143567064199328,0.002216321000287976
1988-05-05,0.007728121098058883,0.0010870667020655075
1988-05-06,0.007987046279739871,0.0011880200387733317
1988-05-09,0.023608570394541853,0.0028362289496476904
1988-05-10,0.023624069851653922,0.002837047517443573
1988-05-11,0.01280756183164206,0.0020928695610107724
1988-05-12,0.011752721805345949,0.002051155413577488
1988-05-13,0.011714191473336662,0.002050929876118205
1988-05-16,0.01207451003434545,0.002081891899072298
1988-05-17,0.011537755232051217,0.002047896947955621
1988-05-18,0.011955237234487255,0.0020115568197590014
1988-05-19,0.011955237234487255,0.0020115568197590014
1988-05-20,0.01137144600418452,0.0019954087679594995
1988-05-23,0.011052538547453155,0.0019857989181530176
1988-05-24,0.013826768766383507,0.0021560297545079976
1988-05-25,0.01320881719704365,0.0021397567622473005
1988-05-26,0.012027343763934682,0.002047387083553596
1988-05-27,0.010006946209201364,0.001679061069598426
1988-05-31,0.010505313218931726,0.0017290600086846434
1988-06-01,0.010505313218931726,0.0017290600086846434
1988-06-02,0.010181291120823045,0.0017236902826694067
1988-06-03,0.010165043574813274,0.0017118880666784613
1988-06-06,0.015158063541905993,0.00213644169428787
1988-06-07,0.0061026487885304905,0.0009431659423042325
1988-06-08,0.005535307910566011,0.0009212075745065249
1988-06-09,0.005082935994930831,0.0009050908477968679
1988-06-10,0.00488028635024904,0.0008998279503445362
1988-06-13,0.005071977782122716,0.0009042484606870487
1988-06-14,0.005071977782122716,0.0009042484606870487
1988-06-15,0.01393821863329322,0.0018332693279132447
1988-06-16,0.01393821863329322,0.0018332693279132447
1988-06-17,0.018029804741374455,0.0020455062527725116
1988-06-20,0.018029804741374455,0.0020455062527725116
1988-06-21,0.018029804741374455,0.0020455062527725116
1988-06-22,0.009710009091630143,0.0014927930822307318
1988-06-23,0.003570503676084986,0.0007711221337734829
1988-06-24,0.003570503676084986,0.0007711221337734829
1988-06-27,0.002673465959524713,0.0007011068399188961
1988-06-28,0.0031585244544411876,0.000747571808342467
1988-06-29,0.0031585244544411876,0.000747571808342467
1988-06-30,0.0031585244544411876,0.000747571808342467
1988-07-01,0.0031413850076468285,0.0007473753059822151
1988-07-05,0.002470943011002787,0.0006499722051365752
1988-07-06,0.002470943011002787,0.0006499722051365752
1988-07-07,0.004078731198416848,0.000836191083434562
1988-07-08,0.004078731198416848,0.000836191083434562
1988-07-11,0.004078731198416848,0.000836191083434562
1988-07-12,0.004078731198416848,0.000836191083434562
1988-07-13,0.0003162198414356254,0.00011049154187581388
1988-07-14,0.00029810684011914094,0.00010980419518428916
1988-07-15,0.000891910726968366,0.00023807832372340398
1988-07-18,0.000891910726968366,0.00023807832372340398
1988-07-19,0.00029810684011914094,0.00010980419518428916
1988-07-20,0.007485852131622185,0.0015140642035887688
1988-07-21,0.007485852131622185,0.0015140642035887688
1988-07-22,0.0043686251702068375,0.0009789211697222642
1988-07-25,0.003885274165557013,0.0008939234747413489
1988-07-26,0.003988145630131923,0.0008958323589051575
1988-07-27,0.003988145630131923,0.0008958323589051575
1988-07-28,0.003988145630131923,0.0008958323589051575
1988-07-29,0.003988145630131923,0.0008958323589051575
1988-08-01,0.005066894387662819,0.001093045843123575
1988-08-02,0.004862491434977104,0.0010714019900672166
1988-08-03,0.004199352642165188,0.0009553138950449629
1988-08-04,0.004367324890927139,0.0009594253227343019
1988-08-05,0.004341621442011006,0.0008414086983950886
1988-08-08,0.004341621442011006,0.0008414086983950886
1988-08-09,0.004804492731553055,0.0008630142129423543
1988-08-10,0.004804492731553055,0.0008630142129423543
1988-08-11,0.006447324652196858,0.0010085540669764693
1988-08-12,0.006447324652196858,0.0010085540669764693
1988-08-15,0.006447324652196858,0.0010085540669764693
1988-08-16,0.004742984215866616,0.0008788069820870591
1988-08-17,0.004742984215866616,0.0008788069820870591
1988-08-18,0.00451779261444275,0.000851862913603783
1988-08-19,0.004604530731430043,0.0008475270486085914
1988-08-22,0.004604530731430043,0.0008475270486085914
1988-08-23,0.0048200083761607785,0.000854662919853539
1988-08-24,0.0048200083761607785,0.000854662919853539
1988-08-25,0.0030878340275502045,0.0005045484086498769
1988-08-26,0.018349171007847217,0.002137154565915319
1988-08-29,0.018349171007847217,0.002137154565915319
1988-08-30,0.018349171007847217,0.002137154565915319
1988-08-31,0.012905804088095343,0.001784335816185429
1988-09-01,0.012905804088095343,0.001784335816185429
1988-09-02,0.013132273912004598,0.001817530179409613
1988-09-06,0.004303476045933899,0.0006537445798732558
1988-09-07,0.008115729708655322,0.0009080031437701463
1988-09-08,0.008115729708655322,0.0009080031437701463
1988-09-09,0.008673561494108804,0.000920482171666115
1988-09-12,0.00848290362013224,0.000898684001839202
1988-09-13,0.003988985492209435,0.00045349996348039557
1988-09-14,0.0041156267095880696,0.0004563712591995656
1988-09-15,0.0041156267095880696,0.0004563712591995656
1988-09-16,0.00555790444089194,0.0007460712279523215
1988-09-19,0.00555790444089194,0.0007460712279523215
1988-09-20,0.006137560462191452,0.0008027108327345613
1988-09-21,0.004838816897624649,0.0007180743605865892
1988-09-22,0.004306400636949287,0.0006968852192823375
1988-09-23,0.004579514961535022,0.0007059712235334237
1988-09-26,0.00415290239192447,0.0006670989580924953
1988-09-27,0.0031014965540496525,0.0005084826280330134
1988-09-28,0.0033236546116458213,0.0005245320063144603
1988-09-29,0.0033236546116458213,0.0005245320063144603
1988-09-30,0.003403432040632344,0.00052669286264714
1988-10-03,0.003403432040632344,0.00052669286264714
1988-10-04,0.006116734113257882,0.0008049315636257003
1988-10-05,0.006482333536285598,0.0008182686376547252
1988-10-06,0.0061724201999316195,0.0008049568056663322
1988-10-07,0.0061724201999316195,0.0008049568056663322
1988-10-10,0.006911890449794674,0.0008409277738052846
1988-10-11,0.007353621054428662,0.0009254608670737698
1988-10-12,0.006304464817662488,0.0008112176232681918
1988-10-13,0.007124890291167402,0.0008781669246263556
1988-10-14,0.004929048762012077,0.0006659317880242248
1988-10-17,0.004678524625948871,0.0006559356822002705
1988-10-18,0.005004034959188425,0.000682111490047903
1988-10-19,0.006610285400277632,0.0011261421962987766
1988-10-20,0.006610285400277632,0.0011261421962987766
1988-10-21,0.006037688023228344,0.0010956024879958497
1988-10-24,0.005814023163285632,0.0010811831765071716
1988-10-25,0.005814023163285632,0.0010811831765071716
1988-10-26,0.005895019817961295,0.0010824152673592745
1988-10-27,0.00576461184431634,0.0010779439502465909
1988-10-28,0.005692451341819911,0.0010719878283127209
1988-10-31,0.005413536675012097,0.0010579305608258856
1988-11-01,0.005393584996610416,0.0010577719485478647
1988-11-02,0.005913808305605276,0.001088623647760423
1988-11-03,0.005913808305605276,0.001088623647760423
1988-11-04,0.00486943670319765,0.000638521246748726
1988-11-07,0.006125899291779492,0.0012170545098094477
1988-11-08,0.006125899291779492,0.0012170545098094477
1988-11-09,0.006975605820346433,0.0012316238606516552
1988-11-10,0.005537853688734317,0.0011314385626475625
1988-11-11,0.005537853688734317,0.0011314385626475625
1988-11-14,0.005695212961563943,0.0011352420993699928
1988-11-15,0.005695212961563943,0.0011352420993699928
1988-11-16,0.0056779528503360975,0.0011351108812545103
1988-11-17,0.0056779528503360975,0.0011351108812545103
1988-11-18,0.0056779528503360975,0.0011351108812545103
1988-11-21,0.005619031989473545,0.0011335426058640926
1988-11-22,0.005619031989473545,0.0011335426058640926
1988-11-23,0.005660719723654972,0.0011342345511155877
1988-11-25,0.004996469435663094,0.0010181817054416135
1988-11-28,0.004996469435663094,0.0010181817054416135
1988-11-29,0.004996469435663094,0.0010181817054416135
1988-11-30,0.00457094004272398,0.0009808007489587713
1988-12-01,0.006240472921009052,0.0011575638021602854
1988-12-02,0.00619675111407561,0.001157010030388515
1988-12-05,0.00619675111407561,0.001157010030388515
1988-12-06,0.0060305720278427295,0.001152954011189234
1988-12-07,0.004651570041578692,0.0009916084294609108
1988-12-08,0.0039313526462953635,0.000951330185252007
1988-12-09,0.003958193890206241,0.0009526780285597569
1988-12-12,0.003958193890206241,0.0009526780285597569
1988-12-13,0.0047954103687695235,0.000585623384348571
1988-12-14,0.0047954103687695235,0.000585623384348571
1988-12-15,0.0030185929780776185,0.0004801999045692697
1988-12-16,0.002879572880634957,0.00045960192082951693
1988-12-19,0.002038250054369483,0.0003841146899041023
1988-12-20,0.003679042694829225,0.0007434578445552824
1988-12-21,0.0024048259975011197,0.0005184663578813139
1988-12-22,0.007922617058575571,0.001229026068600846
1988-12-23,0.007808859465500076,0.0012276766508486274
1988-12-27,0.010446488517696223,0.001372716898623486
1988-12-28,0.010486500437075092,0.0013733959234141899
1988-12-29,0.010486500437075092,0.0013733959234141899
1988-12-30,0.010486500437075092,0.0013733959234141899
1989-01-03,0.01006531324060741,0.0013707292371469074
1989-01-04,0.00804778346068294,0.001210065975850863
1989-01-05,0.00804778346068294,0.001210065975850863
1989-01-06,0.00804778346068294,0.001210065975850863
1989-01-09,0.008081414013351662,0.00121033288130238
1989-01-10,0.008081414013351662,0.00121033288130238
1989-01-11,0.020467742411714503,0.002346757358480856
1989-01-12,0.020464500247466866,0.002346755118872661
1989-01-13,0.02093816103394047,0.0023571466074529747
1989-01-16,0.014247025913347392,0.0016543250710387464
1989-01-17,0.014247025913347392,0.0016543250710387464
1989-01-18,0.015173070564768208,0.001675163326677643
1989-01-19,0.015173070564768208,0.001675163326677643
1989-01-20,0.012287131096091093,0.001316050175007855
1989-01-23,0.012287131096091093,0.001316050175007855
1989-01-24,0.012287131096091093,0.001316050175007855
1989-01-25,0.011614299139537348,0.0012951867979119581
1989-01-26,0.01115931910961779,0.0012780104684553266
1989-01-27,0.01115931910961779,0.0012780104684553266
1989-01-30,0.009970364927952134,0.001240805039065669
1989-01-31,0.009568826849106845,0.0012309694183220978
1989-02-01,0.010807194564666984,0.0012724599768532618
1989-02-02,0.010807194564666984,0.0012724599768532618
1989-02-03,0.010807194564666984,0.0012724599768532618
1989-02-06,0.008226098061294247,0.001099262085673031
1989-02-07,0.008209349652726577,0.0010991929608570239
1989-02-08,0.010623184888289007,0.001372540673877651
1989-02-09,0.010623184888289007,0.001372540673877651
1989-02-10,0.010623184888289007,0.001372540673877651
1989-02-13,0.008087929519503448,0.001184717563336306
1989-02-14,0.00942501785225741,0.0013246502064740507
1989-02-15,0.00709355168773961,0.0011487333078027894
1989-02-16,0.008037395489011242,0.0011936993501379298
1989-02-17,0.006873132776267007,0.0010454354333741325
1989-02-21,0.0074312350213076375,0.0011044466713244425
1989-02-22,0.0074312350213076375,0.0011044466713244425
1989-02-23,0.007769027624717402,0.0011323881148057465
1989-02-24,0.004856699027556096,0.0007943282126709537
1989-02-27,0.005242424198346032,0.0008106291644305517
1989-02-28,0.002975041430792187,0.0005117518919745173
1989-03-01,0.002975041430792187,0.0005117518919745173
1989-03-02,0.003984324784101304,0.0006098748060359922
1989-03-03,0.005285855441449837,0.0007599542063256837
1989-03-06,0.004275682068899784,0.0006274159412536475
1989-03-07,0.004275682068899784,0.0006274159412536475
1989-03-08,0.005548325139515457,0.0007858695111791695
1989-03-09,0.0065133976775284255,0.0008742136047847415
1989-03-10,0.007501294005692072,0.0009644702887002731
1989-03-13,0.008651312618813259,0.0010297981205567284
1989-03-14,0.007258052804418835,0.0009222155251091921
1989-03-15,0.0065253914559519205,0.00086134614451883
1989-03-16,0.0065253914559519205,0.00086134614451883
1989-03-17,0.0073006376608970225,0.0009476443918333327
1989-03-20,0.006700197437001238,0.0009214431268676004
1989-03-21,0.008093457251395663,0.0010291064718488986
1989-03-22,0.011454434514237749,0.001368941627992738
1989-03-23,0.00974428669689312,0.0012881752024226294
1989-03-27,0.008547309073284758,0.0012116058959114138
1989-03-28,0.010673325848854357,0.0014623226240841859
1989-03-29,0.01255600138443307,0.001690397400468164
1989-03-30,0.009286616158809638,0.0012379578311529661
1989-03-31,0.007515681562872396,0.0011100591095395919
1989-04-03,0.003454907973790479,0.0005551560842472006
1989-04-04,0.003513950800510671,0.000558916297895397
1989-04-05,0.005448536666307049,0.00070381948525196
1989-04-06,0.005448536666307049,0.00070381948525196
1989-04-07,0.004124399871011671,0.0006053541043883157
1989-04-10,0.010136143646468537,0.0013526327066951513
1989-04-11,0.013260707274214077,0.001528234459445216
1989-04-12,0.014822426330292977,0.0015815521199957238
1989-04-13,0.014822426330292977,0.0015815521199957238
1989-04-14,0.014822426330292977,0.0015815521199957238
1989-04-17,0.016508355562592406,0.0017902311507432302
1989-04-18,0.01669638857266905,0.001795222085300705
1989-04-19,0.01771694595093653,0.0018199320481847396
1989-04-20,0.01708668034492313,0.0018079268983930434
1989-04-21,0.01708668034492313,0.0018079268983930434
1989-04-24,0.01708668034492313,0.0018079268983930434
1989-04-25,0.01708668034492313,0.0018079268983930434
1989-04-26,0.010334018044159543,0.0011211713088515114
1989-04-27,0.009564119351848723,0.0011281139563615711
1989-04-28,0.009547311245738392,0.0011280503892179142
1989-05-01,0.008875010633905597,0.0011868095939346415
1989-05-02,0.008875010633905597,0.0011868095939346415
1989-05-03,0.00863194757789118,0.001182460762412295
1989-05-04,0.012298957897698587,0.0015576199512380505
1989-05-05,0.011700570762963424,0.001542559661517829
1989-05-08,0.011700570762963424,0.001542559661517829
1989-05-09,0.007193004547794771,0.0011072858388929405
1989-05-10,0.007193004547794771,0.0011072858388929405
1989-05-11,0.006576644798260187,0.0010884573534416567
1989-05-12,0.00793009983271264,0.0013362579845548183
1989-05-15,0.006895309887455741,0.001138008113777259
1989-05-16,0.007204824667225841,0.0007211361171438182
1989-05-17,0.006890991064641352,0.0007148178003533156
1989-05-18,0.006890991064641352,0.0007148178003533156
1989-05-19,0.015483004168443407,0.0016606382977361928
1989-05-22,0.015483004168443407,0.0016606382977361928
1989-05-23,0.015483004168443407,0.0016606382977361928
1989-05-24,0.002659645624124477,0.0004548513332598331
1989-05-25,0.002365337000344221,0.000433165851476533
1989-05-26,0.002365337000344221,0.000433165851476533
1989-05-30,0.002365337000344221,0.000433165851476533
1989-05-31,0.002365337000344221,0.000433165851476533
1989-06-01,0.002209798110778477,0.00042694296624206556
1989-06-02,0.002209798110778477,0.00042694296624206556
1989-06-05,0.002209798110778477,0.00042694296624206556
1989-06-06,0.002209798110778477,0.00042694296624206556
1989-06-07,0.0034853816930698776,0.0007348691714024584
1989-06-08,0.004069251400346282,0.0008206417533067423
1989-06-09,0.003918715629528204,0.000785189712537033
1989-06-12,0.004327163163343645,0.0008024098286561562
1989-06-13,0.006444267456307573,0.0010865690463288083
1989-06-14,0.00656032547435571,0.0010899402258875749
1989-06-15,0.00656032547435571,0.0010899402258875749
1989-06-16,0.004450088500367694,0.0008072136276723634
1989-06-19,0.0046438426660046495,0.0008423756199480054
1989-06-20,0.005317150758435913,0.0008891857530644761
1989-06-21,0.005320066789010199,0.000889190534524041
1989-06-22,0.005320066789010199,0.000889190534524041
1989-06-23,0.005320066789010199,0.000889190534524041
1989-06-26,0.005320066789010199,0.000889190534524041
1989-06-27,0.004409736860253184,0.0007553210654970103
1989-06-28,0.004409736860253184,0.0007553210654970103
1989-06-29,0.004409736860253184,0.0007553210654970103
1989-06-30,0.005044537689723252,0.0007856817554497854
1989-07-03,0.005284108854751073,0.0007931405852227755
1989-07-05,0.00680652022385687,0.0009069386855267774
1989-07-06,0.007817960931240795,0.0009824415956030536
1989-07-07,0.011256055716175448,0.001540419951687069
1989-07-10,0.011421923943727808,0.0015470689591013452
1989-07-11,0.01185097232952826,0.001587836252476323
1989-07-12,0.012013071056096067,0.001619709641519604
1989-07-13,0.012013071056096067,0.001619709641519604
1989-07-14,0.010712221665455757,0.0015513961403548497
1989-07-17,0.010712221665455757,0.0015513961403548497
1989-07-18,0.009381754767548597,0.0014890138920739438
1989-07-19,0.009381754767548597,0.0014890138920739438
1989-07-20,0.011319690740343674,0.0015837782913261406
1989-07-21,0.012087967953066157,0.0016521465583275898
1989-07-24,0.01209636324411364,0.0016521678882926735
1989-07-25,0.009460200364807474,0.0013162515473292172
1989-07-26,0.008450593348171725,0.0012714248627339723
1989-07-27,0.008980665550851622,0.0012872327040985758
1989-07-28,0.008980665550851622,0.0012872327040985758
1989-07-31,0.013969802746939954,0.0021501612852928933
1989-08-01,0.014313887802040844,0.002158003311207899
1989-08-02,0.014313887802040844,0.002158003311207899
1989-08-03,0.01338814643103077,0.002148127817394321
1989-08-04,0.013557202487473632,0.0021521561124294777
1989-08-07,0.011373684944173413,0.0018540839486860421
1989-08-08,0.010302017683965155,0.001760488778369551
1989-08-09,0.010099220577725795,0.0017537674708945677
1989-08-10,0.010099220577725795,0.0017537674708945677
1989-08-11,0.010117543749195372,0.0016800679291641123
1989-08-14,0.010921729575791758,0.001760665394925635
1989-08-15,0.009340283758376564,0.0016600320471981227
1989-08-16,0.011213869986684574,0.0017442731271803988
1989-08-17,0.007525292964683057,0.0010848784100948243
1989-08-18,0.007770527230670152,0.0010927929603796942
1989-08-21,0.0070073667946798195,0.0010664197087303618
1989-08-22,0.0070073667946798195,0.0010664197087303618
1989-08-23,0.009902701905203376,0.001293087506214035
1989-08-24,0.009902701905203376,0.001293087506214035
1989-08-25,0.010640302397525168,0.0013155274963188776
1989-08-28,0.010688896427762067,0.0013169210247637366
1989-08-29,0.00990896038088124,0.0012938763460732347
1989-08-30,0.012021944872057004,0.0015033089887519478
1989-08-31,0.014613116871232425,0.00166175404939815
1989-09-01,0.009406050166272103,0.0013159178765562412
